ISSN-year_tag,count_Dimensions,fixed_from,database_Dimensions,database_OpenAlex,count_OpenAlex,year,Dim/OpenAlex,ISSN
2048-7177_2023,687,,Dimensions,OpenAlex,688,2023,0.998546512,2048-7177
2049-0801_2019,168,,Dimensions,OpenAlex,174,2019,0.9655172413793104,2049-0801
2049-0801_2020,500,,Dimensions,OpenAlex,510,2020,0.9803921568627451,2049-0801
2049-0801_2021,1078,,Dimensions,OpenAlex,1095,2021,0.9844748858447488,2049-0801
2049-0801_2022,1433,,Dimensions,OpenAlex,1799,2022,0.7965536409116175,2049-0801
2049-0801_2023,1300,,Dimensions,OpenAlex,1318,2023,0.9863429438543247,2049-0801
2049-1891_2020,110,,Dimensions,OpenAlex,111,2020,0.990990991,2049-1891
2049-1891_2021,124,,Dimensions,OpenAlex,125,2021,0.992,2049-1891
2049-1891_2022,145,,Dimensions,OpenAlex,145,2022,1,2049-1891
2049-1891_2023,156,,Dimensions,OpenAlex,156,2023,1,2049-1891
2049-2618_2019,149,,Dimensions,OpenAlex,149,2019,1,2049-2618
2049-2618_2020,155,,Dimensions,OpenAlex,157,2020,0.9872611464968153,2049-2618
2049-2618_2021,224,,Dimensions,OpenAlex,233,2021,0.9613733905579399,2049-2618
2049-2618_2022,223,,Dimensions,OpenAlex,226,2022,0.9867256637168141,2049-2618
2049-2618_2023,264,,Dimensions,OpenAlex,264,2023,1,2049-2618
2049-3002_2019,13,,Dimensions,OpenAlex,13,2019,1,2049-3002
2049-3002_2020,28,,Dimensions,OpenAlex,29,2020,0.9655172413793104,2049-3002
2049-3002_2021,41,,Dimensions,OpenAlex,41,2021,1,2049-3002
2049-3002_2022,24,,Dimensions,OpenAlex,24,2022,1,2049-3002
2049-3002_2023,26,,Dimensions,OpenAlex,26,2023,1,2049-3002
2049-3169_2019,32,,Dimensions,OpenAlex,32,2019,1,2049-3169
2049-3169_2020,38,,Dimensions,OpenAlex,40,2020,0.95,2049-3169
2049-3169_2021,43,,Dimensions,OpenAlex,43,2021,1,2049-3169
2049-3169_2022,53,,Dimensions,OpenAlex,53,2022,1,2049-3169
2049-3169_2023,56,,Dimensions,OpenAlex,56,2023,1,2049-3169
2049-3258_2019,51,,Dimensions,OpenAlex,56,2019,0.9107142857142857,2049-3258
2049-3258_2020,126,,Dimensions,OpenAlex,127,2020,0.9921259842519685,2049-3258
2049-3258_2021,211,,Dimensions,OpenAlex,224,2021,0.9419642857142857,2049-3258
2049-3258_2022,235,,Dimensions,OpenAlex,239,2022,0.9832635983263598,2049-3258
2049-3258_2023,198,,Dimensions,OpenAlex,201,2023,0.9850746268656716,2049-3258
2049-6060_2019,19,,Dimensions,OpenAlex,19,2019,1,2049-6060
2049-6060_2020,22,,Dimensions,OpenAlex,22,2020,1,2049-6060
2049-6060_2021,27,,Dimensions,OpenAlex,27,2021,1,2049-6060
2049-6060_2022,38,,Dimensions,OpenAlex,38,2022,1,2049-6060
2049-6060_2023,48,,Dimensions,OpenAlex,48,2023,1,2049-6060
2049-6958_2019,123,,Dimensions,OpenAlex,140,2019,0.8785714285714286,2049-6958
2049-9957_2019,86,,Dimensions,OpenAlex,86,2019,1,2049-9957
2049-9957_2020,149,,Dimensions,OpenAlex,155,2020,0.9612903225806452,2049-9957
2049-9957_2021,121,,Dimensions,OpenAlex,131,2021,0.9236641221374046,2049-9957
2049-9957_2022,110,,Dimensions,OpenAlex,113,2022,0.9734513274336283,2049-9957
2049-9957_2023,108,,Dimensions,OpenAlex,110,2023,0.9818181818181818,2049-9957
2050-0068_2019,40,,Dimensions,OpenAlex,41,2019,0.975609756,2050-0068
2050-0068_2020,126,,Dimensions,OpenAlex,127,2020,0.9921259842519685,2050-0068
2050-0068_2021,126,,Dimensions,OpenAlex,128,2021,0.984375,2050-0068
2050-0068_2022,71,,Dimensions,OpenAlex,71,2022,1,2050-0068
2050-0068_2023,45,,Dimensions,OpenAlex,45,2023,1,2050-0068
2050-0505_2019,309,,Dimensions,OpenAlex,311,2019,0.9935691318327974,2050-0505
2050-0505_2020,237,,Dimensions,OpenAlex,239,2020,0.9916317991631799,2050-0505
2050-0505_2021,179,,Dimensions,OpenAlex,181,2021,0.988950276,2050-0505
2050-0505_2022,308,,Dimensions,OpenAlex,315,2022,0.9777777777777777,2050-0505
2050-0505_2023,263,,Dimensions,OpenAlex,265,2023,0.9924528301886792,2050-0505
2050-0904_2019,561,,Dimensions,OpenAlex,658,2019,0.8525835866261399,2050-0904
2050-0904_2020,961,,Dimensions,OpenAlex,1065,2020,0.9023474178403755,2050-0904
2050-0904_2021,1389,,Dimensions,OpenAlex,1465,2021,0.948122867,2050-0904
2050-0904_2022,1322,,Dimensions,OpenAlex,1462,2022,0.9042407660738714,2050-0904
2050-0904_2023,1395,,Dimensions,OpenAlex,1494,2023,0.9337349397590361,2050-0904
2050-1161_2019,66,,Dimensions,OpenAlex,71,2019,0.9295774647887324,2050-1161
2050-1161_2020,90,,Dimensions,OpenAlex,94,2020,0.9574468085106383,2050-1161
2050-1161_2021,148,,Dimensions,OpenAlex,158,2021,0.9367088607594937,2050-1161
2050-1161_2022,68,,Dimensions,OpenAlex,74,2022,0.918918919,2050-1161
2050-1161_2023,91,,Dimensions,OpenAlex,92,2023,0.9891304347826086,2050-1161
2050-2680_2019,19,,Dimensions,OpenAlex,20,2019,0.95,2050-2680
2050-2680_2020,19,,Dimensions,OpenAlex,19,2020,1,2050-2680
2050-2680_2021,22,,Dimensions,OpenAlex,25,2021,0.88,2050-2680
2050-2680_2022,24,,Dimensions,OpenAlex,25,2022,0.96,2050-2680
2050-2680_2023,8,,Dimensions,OpenAlex,8,2023,1,2050-2680
2050-2974_2019,42,,Dimensions,OpenAlex,43,2019,0.9767441860465116,2050-2974
2050-2974_2020,73,,Dimensions,OpenAlex,73,2020,1,2050-2974
2050-2974_2021,158,,Dimensions,OpenAlex,163,2021,0.9693251533742331,2050-2974
2050-2974_2022,184,,Dimensions,OpenAlex,187,2022,0.983957219,2050-2974
2050-2974_2023,203,,Dimensions,OpenAlex,204,2023,0.9950980392156863,2050-2974
2050-3385_2019,27,,Dimensions,OpenAlex,27,2019,1,2050-3385
2050-3385_2020,33,,Dimensions,OpenAlex,34,2020,0.9705882352941176,2050-3385
2050-3385_2021,47,,Dimensions,OpenAlex,48,2021,0.9791666666666666,2050-3385
2050-3385_2022,39,,Dimensions,OpenAlex,39,2022,1,2050-3385
2050-3385_2023,42,,Dimensions,OpenAlex,44,2023,0.9545454545454546,2050-3385
2050-4527_2019,32,,Dimensions,OpenAlex,32,2019,1,2050-4527
2050-4527_2020,104,,Dimensions,OpenAlex,108,2020,0.9629629629629629,2050-4527
2050-4527_2021,178,,Dimensions,OpenAlex,180,2021,0.9888888888888889,2050-4527
2050-4527_2022,145,,Dimensions,OpenAlex,147,2022,0.9863945578231292,2050-4527
2050-4527_2023,332,,Dimensions,OpenAlex,336,2023,0.9880952380952381,2050-4527
2050-6414_2021,108,,Dimensions,OpenAlex,133,2021,0.8120300751879699,2050-6414
2050-6414_2022,87,,Dimensions,OpenAlex,114,2022,0.7631578947368421,2050-6414
2050-6414_2023,77,,Dimensions,OpenAlex,109,2023,0.7064220183486238,2050-6414
2050-6511_2019,85,,Dimensions,OpenAlex,86,2019,0.9883720930232558,2050-6511
2050-6511_2020,88,,Dimensions,OpenAlex,88,2020,1,2050-6511
2050-6511_2021,71,,Dimensions,OpenAlex,72,2021,0.9861111111111112,2050-6511
2050-6511_2022,93,,Dimensions,OpenAlex,95,2022,0.9789473684210527,2050-6511
2050-6511_2023,73,,Dimensions,OpenAlex,73,2023,1,2050-6511
2050-7038_2023,152,,Dimensions,OpenAlex,284,2023,0.5352112676056338,2050-7038
2050-7283_2019,90,,Dimensions,OpenAlex,90,2019,1,2050-7283
2050-7283_2020,131,,Dimensions,OpenAlex,131,2020,1,2050-7283
2050-7283_2021,199,,Dimensions,OpenAlex,202,2021,0.9851485148514851,2050-7283
2050-7283_2022,317,,Dimensions,OpenAlex,317,2022,1,2050-7283
2050-7283_2023,435,,Dimensions,OpenAlex,435,2023,1,2050-7283
2050-7445_2019,99,,Dimensions,OpenAlex,102,2019,0.9705882352941176,2050-7445
2050-7445_2020,121,,Dimensions,OpenAlex,127,2020,0.952755906,2050-7445
2050-7445_2021,148,,Dimensions,OpenAlex,159,2021,0.9308176100628931,2050-7445
2050-7445_2022,201,,Dimensions,OpenAlex,205,2022,0.9804878048780488,2050-7445
2050-7445_2023,263,,Dimensions,OpenAlex,269,2023,0.9776951672862454,2050-7445
2050-7771_2019,26,,Dimensions,OpenAlex,26,2019,1,2050-7771
2050-7771_2020,68,,Dimensions,OpenAlex,70,2020,0.9714285714285714,2050-7771
2050-7771_2021,79,,Dimensions,OpenAlex,88,2021,0.8977272727272727,2050-7771
2050-7771_2022,81,,Dimensions,OpenAlex,81,2022,1,2050-7771
2050-7771_2023,83,,Dimensions,OpenAlex,83,2023,1,2050-7771
2051-1426_2019,334,,Dimensions,OpenAlex,349,2019,0.9570200573065902,2051-1426
2051-3305_2021,204,,Dimensions,OpenAlex,116,2021,1.7586206896551724,2051-3305
2051-3305_2022,178,,Dimensions,OpenAlex,98,2022,1.816326530612245,2051-3305
2051-3305_2023,604,,Dimensions,OpenAlex,112,2023,5.392857142857143,2051-3305
2051-3380_2019,102,,Dimensions,OpenAlex,104,2019,0.9807692307692307,2051-3380
2051-3380_2020,160,,Dimensions,OpenAlex,172,2020,0.9302325581395349,2051-3380
2051-3380_2021,168,,Dimensions,OpenAlex,179,2021,0.9385474860335196,2051-3380
2051-3380_2022,160,,Dimensions,OpenAlex,165,2022,0.9696969696969697,2051-3380
2051-3380_2023,169,,Dimensions,OpenAlex,179,2023,0.9441340782122905,2051-3380
2051-3909_2019,30,,Dimensions,OpenAlex,42,2019,0.7142857142857143,2051-3909
2051-3909_2020,57,,Dimensions,OpenAlex,65,2020,0.8769230769230769,2051-3909
2051-3909_2021,56,,Dimensions,OpenAlex,69,2021,0.8115942028985508,2051-3909
2051-3909_2022,49,,Dimensions,OpenAlex,64,2022,0.765625,2051-3909
2051-3909_2023,73,,Dimensions,OpenAlex,88,2023,0.8295454545454546,2051-3909
2051-3933_2019,39,,Dimensions,OpenAlex,39,2019,1,2051-3933
2051-3933_2020,48,,Dimensions,OpenAlex,48,2020,1,2051-3933
2051-3933_2021,59,,Dimensions,OpenAlex,61,2021,0.9672131147540983,2051-3933
2051-3933_2022,55,,Dimensions,OpenAlex,55,2022,1,2051-3933
2051-3933_2023,71,,Dimensions,OpenAlex,71,2023,1,2051-3933
2051-4190_2019,18,,Dimensions,OpenAlex,18,2019,1,2051-4190
2051-4190_2020,19,,Dimensions,OpenAlex,19,2020,1,2051-4190
2051-4190_2021,30,,Dimensions,OpenAlex,32,2021,0.9375,2051-4190
2051-4190_2022,23,,Dimensions,OpenAlex,23,2022,1,2051-4190
2051-4190_2023,40,,Dimensions,OpenAlex,40,2023,1,2051-4190
2051-5960_2019,198,,Dimensions,OpenAlex,203,2019,0.9753694581280788,2051-5960
2051-5960_2020,205,,Dimensions,OpenAlex,204,2020,1.0049019607843137,2051-5960
2051-5960_2021,191,,Dimensions,OpenAlex,197,2021,0.9695431472081218,2051-5960
2051-5960_2022,176,,Dimensions,OpenAlex,176,2022,1,2051-5960
2051-5960_2023,192,,Dimensions,OpenAlex,192,2023,1,2051-5960
2051-6673_2020,25,,Dimensions,OpenAlex,25,2020,1,2051-6673
2051-6673_2021,28,,Dimensions,OpenAlex,28,2021,1,2051-6673
2051-6673_2022,33,,Dimensions,OpenAlex,33,2022,1,2051-6673
2051-6673_2023,36,,Dimensions,OpenAlex,36,2023,1,2051-6673
2051-817X_2019,331,,Dimensions,OpenAlex,331,2019,1,2051-817X
2051-817X_2020,334,,Dimensions,OpenAlex,336,2020,0.9940476190476191,2051-817X
2051-817X_2021,417,,Dimensions,OpenAlex,419,2021,0.9952267303102625,2051-817X
2051-817X_2022,362,,Dimensions,OpenAlex,363,2022,0.9972451790633609,2051-817X
2051-817X_2023,308,,Dimensions,OpenAlex,309,2023,0.9967637540453075,2051-817X
2052-0492_2022,43,,Dimensions,OpenAlex,43,2022,1,2052-0492
2052-0492_2023,58,,Dimensions,OpenAlex,59,2023,0.9830508474576272,2052-0492
2052-1707_2019,93,,Dimensions,OpenAlex,93,2019,1,2052-1707
2052-1707_2020,132,,Dimensions,OpenAlex,136,2020,0.9705882352941176,2052-1707
2052-1707_2021,191,,Dimensions,OpenAlex,192,2021,0.9947916666666666,2052-1707
2052-1707_2022,127,,Dimensions,OpenAlex,128,2022,0.9921875,2052-1707
2052-1707_2023,172,,Dimensions,OpenAlex,100,2023,1.72,2052-1707
2052-1839_2019,10,,Dimensions,OpenAlex,10,2019,1,2052-1839
2052-1847_2019,37,,Dimensions,OpenAlex,38,2019,0.9736842105263158,2052-1847
2052-1847_2020,73,,Dimensions,OpenAlex,73,2020,1,2052-1847
2052-1847_2021,159,,Dimensions,OpenAlex,161,2021,0.9875776397515528,2052-1847
2052-1847_2022,212,,Dimensions,OpenAlex,213,2022,0.9953051643192489,2052-1847
2052-1847_2023,174,,Dimensions,OpenAlex,174,2023,1,2052-1847
2052-2975_2019,103,,Dimensions,OpenAlex,110,2019,0.9363636363636364,2052-2975
2052-2975_2020,157,,Dimensions,OpenAlex,210,2020,0.7476190476190476,2052-2975
2052-2975_2021,90,,Dimensions,OpenAlex,124,2021,0.7258064516129032,2052-2975
2052-2975_2022,49,,Dimensions,OpenAlex,99,2022,0.494949495,2052-2975
2052-2975_2023,42,,Dimensions,OpenAlex,113,2023,0.37168141592920356,2052-2975
2052-3211_2019,34,,Dimensions,OpenAlex,36,2019,0.9444444444444444,2052-3211
2052-3211_2020,64,,Dimensions,OpenAlex,69,2020,0.927536232,2052-3211
2052-3211_2021,85,,Dimensions,OpenAlex,105,2021,0.8095238095238095,2052-3211
2052-3211_2022,93,,Dimensions,OpenAlex,95,2022,0.9789473684210527,2052-3211
2052-3211_2023,176,,Dimensions,OpenAlex,178,2023,0.9887640449438202,2052-3211
2052-4374_2019,43,,Dimensions,OpenAlex,43,2019,1,2052-4374
2052-4463_2019,361,,Dimensions,OpenAlex,368,2019,0.9809782608695652,2052-4463
2052-4463_2020,411,,Dimensions,OpenAlex,416,2020,0.9879807692307693,2052-4463
2052-4463_2021,289,,Dimensions,OpenAlex,305,2021,0.9475409836065574,2052-4463
2052-4463_2022,757,,Dimensions,OpenAlex,769,2022,0.9843953185955787,2052-4463
2052-4463_2023,877,,Dimensions,OpenAlex,887,2023,0.9887260428410372,2052-4463
2052-4986_2019,3,,Dimensions,OpenAlex,3,2019,1,2052-4986
2052-4986_2020,3,,Dimensions,OpenAlex,3,2020,1,2052-4986
2052-4986_2021,15,,Dimensions,OpenAlex,15,2021,1,2052-4986
2052-4986_2022,7,,Dimensions,OpenAlex,7,2022,1,2052-4986
2052-4986_2023,5,,Dimensions,OpenAlex,5,2023,1,2052-4986
2052-6687_2019,10,,Dimensions,OpenAlex,10,2019,1,2052-6687
2052-7276_2019,132,,Dimensions,OpenAlex,134,2019,0.9850746268656716,2052-7276
2052-7276_2020,211,,Dimensions,OpenAlex,212,2020,0.9952830188679245,2052-7276
2052-7276_2021,259,,Dimensions,OpenAlex,261,2021,0.9923371647509579,2052-7276
2052-8817_2019,81,,Dimensions,OpenAlex,88,2019,0.9204545454545454,2052-8817
2052-8817_2020,119,,Dimensions,OpenAlex,139,2020,0.8561151079136691,2052-8817
2052-8817_2021,88,,Dimensions,OpenAlex,99,2021,0.8888888888888888,2052-8817
2052-8817_2022,78,,Dimensions,OpenAlex,89,2022,0.8764044943820225,2052-8817
2052-8817_2023,85,,Dimensions,OpenAlex,105,2023,0.8095238095238095,2052-8817
2052-9538_2019,19,,Dimensions,OpenAlex,20,2019,0.95,2052-9538
2053-1095_2019,82,,Dimensions,OpenAlex,83,2019,0.9879518072289156,2053-1095
2053-1095_2020,176,,Dimensions,OpenAlex,177,2020,0.9943502824858758,2053-1095
2053-1095_2021,274,,Dimensions,OpenAlex,276,2021,0.9927536231884058,2053-1095
2053-1095_2022,331,,Dimensions,OpenAlex,334,2022,0.9910179640718563,2053-1095
2053-1095_2023,269,,Dimensions,OpenAlex,269,2023,1,2053-1095
2053-3713_2021,20,,Dimensions,OpenAlex,20,2021,1,2053-3713
2053-3713_2022,13,,Dimensions,OpenAlex,13,2022,1,2053-3713
2053-3713_2023,27,,Dimensions,OpenAlex,27,2023,1,2053-3713
2053-6844_2019,2,,Dimensions,OpenAlex,2,2019,1,2053-6844
2053-8871_2019,14,,Dimensions,OpenAlex,14,2019,1,2053-8871
2053-8871_2020,12,,Dimensions,OpenAlex,13,2020,0.9230769230769231,2053-8871
2053-8871_2021,15,,Dimensions,OpenAlex,17,2021,0.8823529411764706,2053-8871
2054-1058_2019,187,,Dimensions,OpenAlex,190,2019,0.9842105263157894,2054-1058
2054-1058_2020,294,,Dimensions,OpenAlex,296,2020,0.9932432432432432,2054-1058
2054-1058_2021,399,,Dimensions,OpenAlex,403,2021,0.9900744416873449,2054-1058
2054-1058_2022,388,,Dimensions,OpenAlex,389,2022,0.9974293059125964,2054-1058
2054-1058_2023,466,,Dimensions,OpenAlex,466,2023,1,2054-1058
2054-2690_2019,4,,Dimensions,OpenAlex,4,2019,1,2054-2690
2054-2690_2020,10,,Dimensions,OpenAlex,10,2020,1,2054-2690
2054-2690_2021,9,,Dimensions,OpenAlex,9,2021,1,2054-2690
2054-2690_2022,8,,Dimensions,OpenAlex,8,2022,1,2054-2690
2054-2690_2023,5,,Dimensions,OpenAlex,5,2023,1,2054-2690
2054-3085_2019,23,,Dimensions,OpenAlex,23,2019,1,2054-3085
2054-3085_2020,16,,Dimensions,OpenAlex,16,2020,1,2054-3085
2054-3085_2021,20,,Dimensions,OpenAlex,21,2021,0.9523809523809523,2054-3085
2054-3085_2022,14,,Dimensions,OpenAlex,15,2022,0.9333333333333333,2054-3085
2054-3085_2023,21,,Dimensions,OpenAlex,21,2023,1,2054-3085
2054-345X_2019,54,,Dimensions,OpenAlex,55,2019,0.9818181818181818,2054-345X
2054-345X_2020,41,,Dimensions,OpenAlex,43,2020,0.9534883720930233,2054-345X
2054-345X_2021,45,,Dimensions,OpenAlex,45,2021,1,2054-345X
2054-345X_2022,47,,Dimensions,OpenAlex,47,2022,1,2054-345X
2054-345X_2023,29,,Dimensions,OpenAlex,29,2023,1,2054-345X
2054-4049_2019,9,,Dimensions,OpenAlex,14,2019,0.6428571428571429,2054-4049
2054-4049_2020,7,,Dimensions,OpenAlex,9,2020,0.7777777777777778,2054-4049
2054-4049_2021,4,,Dimensions,OpenAlex,6,2021,0.6666666666666666,2054-4049
2054-4049_2022,9,,Dimensions,OpenAlex,9,2022,1,2054-4049
2054-4049_2023,15,,Dimensions,OpenAlex,15,2023,1,2054-4049
2054-7064_2019,5,,Dimensions,OpenAlex,5,2019,1,2054-7064
2054-7064_2020,11,,Dimensions,OpenAlex,12,2020,0.9166666666666666,2054-7064
2054-7064_2021,16,,Dimensions,OpenAlex,16,2021,1,2054-7064
2054-7064_2022,7,,Dimensions,OpenAlex,7,2022,1,2054-7064
2054-7064_2023,4,,Dimensions,OpenAlex,4,2023,1,2054-7064
2054-7072_2019,6,,Dimensions,OpenAlex,6,2019,1,2054-7072
2054-7072_2020,9,,Dimensions,OpenAlex,9,2020,1,2054-7072
2054-7099_2019,17,,Dimensions,OpenAlex,17,2019,1,2054-7099
2054-7099_2020,23,,Dimensions,OpenAlex,23,2020,1,2054-7099
2054-7099_2021,13,,Dimensions,OpenAlex,13,2021,1,2054-7099
2054-958X_2019,17,,Dimensions,OpenAlex,19,2019,0.8947368421052632,2054-958X
2054-958X_2020,3,,Dimensions,OpenAlex,5,2020,0.6,2054-958X
2054-958X_2021,15,,Dimensions,OpenAlex,15,2021,1,2054-958X
2054-958X_2022,7,,Dimensions,OpenAlex,7,2022,1,2054-958X
2054-958X_2023,14,,Dimensions,OpenAlex,14,2023,1,2054-958X
2055-0294_2019,27,,Dimensions,OpenAlex,28,2019,0.9642857142857143,2055-0294
2055-0294_2020,27,,Dimensions,OpenAlex,27,2020,1,2055-0294
2055-0294_2021,48,,Dimensions,OpenAlex,48,2021,1,2055-0294
2055-0294_2022,37,,Dimensions,OpenAlex,37,2022,1,2055-0294
2055-0294_2023,50,,Dimensions,OpenAlex,50,2023,1,2055-0294
2055-0464_2022,11,,Dimensions,OpenAlex,11,2022,1,2055-0464
2055-0464_2023,21,,Dimensions,OpenAlex,22,2023,0.9545454545454546,2055-0464
2055-0928_2019,60,,Dimensions,OpenAlex,61,2019,0.9836065573770492,2055-0928
2055-0928_2020,77,,Dimensions,OpenAlex,77,2020,1,2055-0928
2055-0928_2021,86,,Dimensions,OpenAlex,87,2021,0.9885057471264368,2055-0928
2055-0928_2022,158,,Dimensions,OpenAlex,160,2022,0.9875,2055-0928
2055-0928_2023,145,,Dimensions,OpenAlex,145,2023,1,2055-0928
2055-0936_2019,24,,Dimensions,OpenAlex,24,2019,1,2055-0936
2055-0936_2020,25,,Dimensions,OpenAlex,25,2020,1,2055-0936
2055-0936_2021,30,,Dimensions,OpenAlex,31,2021,0.967741935,2055-0936
2055-0936_2022,26,,Dimensions,OpenAlex,26,2022,1,2055-0936
2055-0936_2023,24,,Dimensions,OpenAlex,24,2023,1,2055-0936
2055-1010_2019,42,,Dimensions,OpenAlex,43,2019,0.9767441860465116,2055-1010
2055-1010_2020,50,,Dimensions,OpenAlex,50,2020,1,2055-1010
2055-1010_2021,46,,Dimensions,OpenAlex,48,2021,0.9583333333333334,2055-1010
2055-1010_2022,55,,Dimensions,OpenAlex,56,2022,0.9821428571428571,2055-1010
2055-1010_2023,32,,Dimensions,OpenAlex,35,2023,0.9142857142857143,2055-1010
2055-1045_2019,155,,Dimensions,OpenAlex,166,2019,0.9337349397590361,2055-1045
2055-2238_2019,68,,Dimensions,OpenAlex,69,2019,0.9855072463768116,2055-2238
2055-2238_2020,78,,Dimensions,OpenAlex,79,2020,0.9873417721518988,2055-2238
2055-2238_2021,96,,Dimensions,OpenAlex,97,2021,0.9896907216494846,2055-2238
2055-2238_2022,64,,Dimensions,OpenAlex,64,2022,1,2055-2238
2055-2238_2023,70,,Dimensions,OpenAlex,70,2023,1,2055-2238
2055-4877_2019,39,,Dimensions,OpenAlex,41,2019,0.9512195121951219,2055-4877
2055-4877_2020,25,,Dimensions,OpenAlex,26,2020,0.9615384615384616,2055-4877
2055-4877_2021,39,,Dimensions,OpenAlex,39,2021,1,2055-4877
2055-4877_2022,35,,Dimensions,OpenAlex,39,2022,0.8974358974358975,2055-4877
2055-4877_2023,39,,Dimensions,OpenAlex,43,2023,0.9069767441860465,2055-4877
2055-5008_2019,35,,Dimensions,OpenAlex,35,2019,1,2055-5008
2055-5008_2020,61,,Dimensions,OpenAlex,61,2020,1,2055-5008
2055-5008_2021,88,,Dimensions,OpenAlex,89,2021,0.9887640449438202,2055-5008
2055-5008_2022,100,,Dimensions,OpenAlex,100,2022,1,2055-5008
2055-5008_2023,101,,Dimensions,OpenAlex,101,2023,1,2055-5008
2055-5660_2019,32,,Dimensions,OpenAlex,32,2019,1,2055-5660
2055-5660_2020,40,,Dimensions,OpenAlex,40,2020,1,2055-5660
2055-5660_2021,62,,Dimensions,OpenAlex,63,2021,0.9841269841269841,2055-5660
2055-5660_2022,50,,Dimensions,OpenAlex,50,2022,1,2055-5660
2055-5660_2023,53,,Dimensions,OpenAlex,53,2023,1,2055-5660
2055-5784_2019,153,,Dimensions,OpenAlex,153,2019,1,2055-5784
2055-5784_2020,186,,Dimensions,OpenAlex,188,2020,0.9893617021276596,2055-5784
2055-5784_2021,215,,Dimensions,OpenAlex,219,2021,0.9817351598173516,2055-5784
2055-5784_2022,255,,Dimensions,OpenAlex,255,2022,1,2055-5784
2055-5784_2023,192,,Dimensions,OpenAlex,192,2023,1,2055-5784
2055-5822_2019,147,,Dimensions,OpenAlex,150,2019,0.98,2055-5822
2055-5822_2020,558,,Dimensions,OpenAlex,564,2020,0.9893617021276596,2055-5822
2055-5822_2021,560,,Dimensions,OpenAlex,566,2021,0.9893992932862191,2055-5822
2055-5822_2022,468,,Dimensions,OpenAlex,472,2022,0.9915254237288136,2055-5822
2055-5822_2023,340,,Dimensions,OpenAlex,340,2023,1,2055-5822
2055-6640_2021,19,,Dimensions,OpenAlex,30,2021,0.6333333333333333,2055-6640
2055-6640_2022,24,,Dimensions,OpenAlex,229,2022,0.10480349344978165,2055-6640
2055-6640_2023,31,,Dimensions,OpenAlex,36,2023,0.8611111111111112,2055-6640
2055-7124_2019,28,,Dimensions,OpenAlex,28,2019,1,2055-7124
2055-7124_2020,23,,Dimensions,OpenAlex,23,2020,1,2055-7124
2055-7124_2021,44,,Dimensions,OpenAlex,44,2021,1,2055-7124
2055-7124_2022,90,,Dimensions,OpenAlex,90,2022,1,2055-7124
2055-7124_2023,130,,Dimensions,OpenAlex,130,2023,1,2055-7124
2055-7426_2019,21,,Dimensions,OpenAlex,21,2019,1,2055-7426
2055-7426_2020,38,,Dimensions,OpenAlex,38,2020,1,2055-7426
2055-7426_2021,22,,Dimensions,OpenAlex,22,2021,1,2055-7426
2055-7426_2022,26,,Dimensions,OpenAlex,27,2022,0.9629629629629629,2055-7426
2055-7426_2023,52,,Dimensions,OpenAlex,54,2023,0.9629629629629629,2055-7426
2055-7434_2019,64,,Dimensions,OpenAlex,64,2019,1,2055-7434
2055-7434_2020,115,,Dimensions,OpenAlex,115,2020,1,2055-7434
2055-7434_2021,100,,Dimensions,OpenAlex,103,2021,0.970873786,2055-7434
2055-7434_2022,133,,Dimensions,OpenAlex,133,2022,1,2055-7434
2055-7434_2023,154,,Dimensions,OpenAlex,154,2023,1,2055-7434
2055-8260_2019,14,,Dimensions,OpenAlex,14,2019,1,2055-8260
2055-8260_2020,23,,Dimensions,OpenAlex,24,2020,0.9583333333333334,2055-8260
2055-8260_2021,22,,Dimensions,OpenAlex,23,2021,0.9565217391304348,2055-8260
2055-8260_2022,9,,Dimensions,OpenAlex,9,2022,1,2055-8260
2055-8260_2023,8,,Dimensions,OpenAlex,8,2023,1,2055-8260
2056-306X_2020,15,,Dimensions,OpenAlex,15,2020,1,2056-306X
2056-306X_2021,16,,Dimensions,OpenAlex,16,2021,1,2056-306X
2056-306X_2022,14,,Dimensions,OpenAlex,14,2022,1,2056-306X
2056-306X_2023,22,,Dimensions,OpenAlex,22,2023,1,2056-306X
2056-3132_2019,11,,Dimensions,OpenAlex,11,2019,1,2056-3132
2056-3132_2020,15,,Dimensions,OpenAlex,15,2020,1,2056-3132
2056-3132_2021,35,,Dimensions,OpenAlex,35,2021,1,2056-3132
2056-3132_2022,60,,Dimensions,OpenAlex,60,2022,1,2056-3132
2056-3132_2023,25,,Dimensions,OpenAlex,25,2023,1,2056-3132
2056-3485_2019,34,,Dimensions,OpenAlex,34,2019,1,2056-3485
2056-3485_2020,40,,Dimensions,OpenAlex,44,2020,0.9090909090909091,2056-3485
2056-3485_2021,46,,Dimensions,OpenAlex,48,2021,0.9583333333333334,2056-3485
2056-3485_2022,66,,Dimensions,OpenAlex,66,2022,1,2056-3485
2056-3485_2023,48,,Dimensions,OpenAlex,51,2023,0.9411764705882353,2056-3485
2056-3744_2019,50,,Dimensions,OpenAlex,52,2019,0.9615384615384616,2056-3744
2056-3744_2020,42,,Dimensions,OpenAlex,44,2020,0.9545454545454546,2056-3744
2056-3744_2021,50,,Dimensions,OpenAlex,51,2021,0.9803921568627451,2056-3744
2056-3744_2022,39,,Dimensions,OpenAlex,40,2022,0.975,2056-3744
2056-3973_2019,6,,Dimensions,OpenAlex,6,2019,1,2056-3973
